user,day,login_count,after_hours_logins,usb_events,files_accessed,unique_files,websites_visited,unique_domains,wikileaks_visits,job_site_visits,keylogger_downloads,email_count,email_size,attachments,risk_level,triggered_rules,rule_count,rule_score,rank
LQC0479,2010-09-14,6,2,14.0,22.0,22.0,165.0,49.0,1.0,5.0,0.0,15.0,399589.0,0.0,ALERT,Scenario 1: after-hours USB use with WikiLeaks upload; Scenario 2: job search followed by high USB activity; High web and usb activity,3,9,1
AKR0057,2010-10-05,3,0,4.0,0.0,0.0,120.0,47.0,0.0,2.0,0.0,11.0,275180.0,10.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2514
ATE0869,2010-10-05,3,0,4.0,0.0,0.0,153.0,54.0,0.0,2.0,0.0,15.0,425072.0,11.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2515
CIM0271,2010-10-05,3,0,8.0,3.0,3.0,95.0,33.0,0.0,6.0,0.0,9.0,265514.0,9.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2516
CLB0774,2010-10-05,2,0,18.0,21.0,21.0,29.0,19.0,0.0,2.0,0.0,3.0,100813.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2517
CQW0652,2010-10-05,2,0,4.0,2.0,2.0,29.0,16.0,0.0,3.0,0.0,3.0,99640.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2518
DBB0384,2010-10-05,2,0,18.0,27.0,27.0,95.0,28.0,0.0,16.0,0.0,9.0,262475.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2519
DIW0118,2010-10-05,5,0,4.0,9.0,9.0,143.0,50.0,0.0,8.0,0.0,14.0,394832.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2520
DPM0423,2010-10-05,2,0,6.0,4.0,4.0,95.0,34.0,0.0,1.0,0.0,9.0,278982.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2521
DRR0162,2010-10-05,2,0,4.0,0.0,0.0,114.0,41.0,0.0,7.0,0.0,11.0,358956.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2522
HCM0267,2010-10-05,2,0,18.0,24.0,24.0,90.0,20.0,0.0,5.0,0.0,8.0,262381.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2523
HDH0928,2010-10-05,2,0,4.0,7.0,7.0,95.0,35.0,0.0,9.0,0.0,9.0,298318.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2524
HWW0436,2010-10-05,3,0,8.0,2.0,2.0,90.0,37.0,0.0,2.0,0.0,10.0,275735.0,13.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2525
IIW0249,2010-10-05,2,0,16.0,0.0,0.0,95.0,28.0,0.0,2.0,0.0,9.0,278045.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2526
IJM0444,2010-10-05,5,0,4.0,5.0,5.0,95.0,27.0,0.0,12.0,0.0,9.0,253395.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2527
IUB0565,2010-10-05,2,0,6.0,3.0,3.0,95.0,33.0,0.0,4.0,0.0,9.0,275964.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2528
JFC0557,2010-10-05,3,0,8.0,6.0,6.0,95.0,27.0,0.0,3.0,0.0,7.0,294859.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2529
JJM0203,2010-10-05,2,0,6.0,0.0,0.0,95.0,35.0,0.0,4.0,0.0,9.0,247677.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2530
JMD0520,2010-10-05,3,0,4.0,7.0,7.0,29.0,16.0,0.0,3.0,0.0,3.0,73602.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2531
KCO0122,2010-10-05,3,0,4.0,1.0,1.0,95.0,40.0,0.0,2.0,0.0,8.0,251732.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2532
KCS0173,2010-10-05,3,0,4.0,0.0,0.0,153.0,46.0,0.0,4.0,0.0,14.0,409811.0,11.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2533
KWE0082,2010-10-05,3,0,4.0,6.0,6.0,95.0,46.0,0.0,15.0,0.0,9.0,337563.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2534
LBH0942,2010-10-05,3,0,14.0,27.0,27.0,95.0,27.0,0.0,8.0,0.0,9.0,350222.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2535
NKP0236,2010-10-05,2,0,4.0,0.0,0.0,95.0,41.0,0.0,1.0,0.0,9.0,277682.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2536
OLW0689,2010-10-05,3,0,8.0,5.0,5.0,95.0,28.0,0.0,5.0,0.0,9.0,297750.0,7.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2537
PNH0761,2010-10-05,2,0,4.0,24.0,24.0,27.0,21.0,0.0,3.0,0.0,3.0,106754.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2538
RNP0211,2010-10-05,3,0,4.0,9.0,9.0,143.0,40.0,0.0,12.0,0.0,14.0,398670.0,9.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2539
RSC0089,2010-10-05,3,0,16.0,3.0,3.0,90.0,38.0,0.0,5.0,0.0,9.0,288941.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2540
SAA0999,2010-10-05,3,0,18.0,22.0,22.0,90.0,38.0,0.0,6.0,0.0,9.0,271013.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2541
SCP0130,2010-10-05,2,0,4.0,4.0,4.0,29.0,16.0,0.0,5.0,0.0,3.0,112557.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2542
SMY0792,2010-10-05,3,0,8.0,7.0,7.0,95.0,41.0,0.0,8.0,0.0,9.0,234928.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2543
VMJ0546,2010-10-05,2,0,4.0,8.0,8.0,95.0,29.0,0.0,4.0,0.0,7.0,189056.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2544
VTT0385,2010-10-05,2,0,18.0,0.0,0.0,95.0,50.0,0.0,5.0,0.0,9.0,262499.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2545
WIQ0567,2010-10-05,2,0,4.0,7.0,7.0,95.0,45.0,0.0,9.0,0.0,9.0,302885.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2546
AHM0410,2010-10-06,3,0,4.0,5.0,5.0,95.0,18.0,0.0,3.0,0.0,9.0,280153.0,7.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2547
ATP0662,2010-10-06,3,0,4.0,3.0,3.0,143.0,49.0,0.0,4.0,0.0,3.0,91193.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2548
BJM0111,2010-10-06,2,0,14.0,15.0,15.0,29.0,14.0,0.0,1.0,0.0,3.0,94735.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2549
BVC0790,2010-10-06,5,0,4.0,5.0,5.0,95.0,24.0,0.0,2.0,0.0,9.0,260326.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2550
CFM0767,2010-10-06,3,0,6.0,7.0,7.0,29.0,19.0,0.0,3.0,0.0,3.0,69320.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2551
CGB0637,2010-10-06,3,0,6.0,8.0,8.0,29.0,18.0,0.0,3.0,0.0,3.0,81917.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2552
DBB0384,2010-10-06,2,0,14.0,27.0,27.0,95.0,23.0,0.0,8.0,0.0,9.0,266503.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2553
DPM0423,2010-10-06,2,0,6.0,5.0,5.0,95.0,40.0,0.0,2.0,0.0,9.0,253031.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2554
EIS0041,2010-10-06,9,2,4.0,0.0,0.0,114.0,57.0,0.0,2.0,0.0,10.0,302304.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2555
FFC0891,2010-10-06,3,0,6.0,2.0,2.0,29.0,16.0,0.0,2.0,0.0,3.0,116212.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2556
HCM0267,2010-10-06,2,0,18.0,19.0,19.0,90.0,31.0,0.0,4.0,0.0,9.0,237024.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2557
HDH0928,2010-10-06,2,0,6.0,2.0,2.0,95.0,35.0,0.0,4.0,0.0,9.0,268096.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2558
HVF0067,2010-10-06,3,0,6.0,7.0,7.0,90.0,43.0,0.0,2.0,0.0,9.0,255422.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2559
HWW0436,2010-10-06,3,0,6.0,7.0,7.0,90.0,32.0,0.0,1.0,0.0,10.0,283825.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2560
IUB0565,2010-10-06,2,0,4.0,3.0,3.0,101.0,29.0,0.0,7.0,0.0,9.0,260712.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2561
JFC0557,2010-10-06,3,0,8.0,11.0,11.0,95.0,40.0,0.0,4.0,0.0,9.0,248625.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2562
JJM0203,2010-10-06,3,0,8.0,0.0,0.0,95.0,31.0,0.0,1.0,0.0,9.0,217060.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2563
JMD0520,2010-10-06,3,0,5.0,0.0,0.0,29.0,17.0,0.0,1.0,0.0,3.0,80691.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2564
JNJ0556,2010-10-06,2,0,18.0,23.0,23.0,95.0,46.0,0.0,1.0,0.0,8.0,238343.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2565
KCO0122,2010-10-06,3,0,4.0,6.0,6.0,95.0,47.0,0.0,1.0,0.0,9.0,259743.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2566
KWE0082,2010-10-06,3,0,6.0,4.0,4.0,95.0,47.0,0.0,8.0,0.0,9.0,261184.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2567
LBH0942,2010-10-06,3,0,18.0,27.0,27.0,95.0,37.0,0.0,3.0,0.0,9.0,272750.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2568
NDM0417,2010-10-06,3,0,6.0,10.0,10.0,95.0,43.0,0.0,2.0,0.0,9.0,265125.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2569
NWT0098,2010-10-06,2,0,4.0,0.0,0.0,95.0,54.0,0.0,2.0,0.0,9.0,276977.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2570
OLW0689,2010-10-06,3,0,6.0,11.0,11.0,95.0,31.0,0.0,1.0,0.0,9.0,265972.0,7.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2571
RDT0424,2010-10-06,3,0,4.0,2.0,2.0,95.0,38.0,0.0,5.0,0.0,9.0,224718.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2572
RSC0089,2010-10-06,3,0,18.0,0.0,0.0,90.0,26.0,0.0,7.0,0.0,9.0,271608.0,11.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2573
SAA0999,2010-10-06,3,0,16.0,26.0,26.0,90.0,36.0,0.0,7.0,0.0,9.0,261492.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2574
SCP0130,2010-10-06,2,0,4.0,4.0,4.0,29.0,16.0,0.0,3.0,0.0,3.0,112187.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2575
VMJ0546,2010-10-06,3,0,8.0,8.0,8.0,95.0,24.0,0.0,16.0,0.0,8.0,214086.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2576
VTT0385,2010-10-06,2,0,14.0,4.0,4.0,95.0,36.0,0.0,17.0,0.0,8.0,269511.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2577
WIQ0567,2010-10-06,3,0,4.0,6.0,6.0,95.0,31.0,0.0,7.0,0.0,9.0,299761.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2578
XWD0923,2010-10-06,3,0,4.0,27.0,27.0,95.0,35.0,0.0,5.0,0.0,10.0,270688.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2579
AHM0410,2010-10-07,3,0,6.0,10.0,10.0,95.0,20.0,0.0,4.0,0.0,9.0,213875.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2580
BDI0533,2010-10-07,2,0,4.0,11.0,11.0,30.0,21.0,0.0,1.0,0.0,2.0,52909.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2581
BJM0111,2010-10-07,2,0,12.0,21.0,21.0,29.0,20.0,0.0,3.0,0.0,3.0,89426.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2582
BJP0134,2010-10-07,3,0,18.0,24.0,24.0,10.0,10.0,0.0,1.0,0.0,1.0,19639.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2583
CAB0614,2010-10-07,3,0,4.0,1.0,1.0,162.0,51.0,0.0,8.0,0.0,16.0,527273.0,13.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2584
CFM0767,2010-10-07,2,0,4.0,5.0,5.0,29.0,14.0,0.0,1.0,0.0,1.0,23488.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2585
CLB0774,2010-10-07,2,0,18.0,15.0,15.0,29.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2586
CQW0652,2010-10-07,2,0,4.0,3.0,3.0,29.0,18.0,0.0,1.0,0.0,3.0,96681.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2587
DBB0384,2010-10-07,2,0,16.0,20.0,20.0,95.0,39.0,0.0,7.0,0.0,8.0,244680.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2588
DIW0118,2010-10-07,3,0,4.0,3.0,3.0,143.0,48.0,0.0,15.0,0.0,14.0,424728.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2589
DPM0423,2010-10-07,4,0,8.0,4.0,4.0,95.0,41.0,0.0,2.0,0.0,9.0,239815.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2590
FFC0891,2010-10-07,4,0,4.0,7.0,7.0,29.0,23.0,0.0,4.0,0.0,3.0,85202.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2591
HBO0413,2010-10-07,2,0,4.0,0.0,0.0,95.0,23.0,0.0,2.0,0.0,9.0,241556.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2592
HCM0267,2010-10-07,2,0,18.0,24.0,24.0,90.0,36.0,0.0,1.0,0.0,9.0,256593.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2593
HXL0968,2010-10-07,2,0,4.0,2.0,2.0,10.0,10.0,0.0,1.0,0.0,1.0,24943.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2594
IIW0249,2010-10-07,2,0,18.0,0.0,0.0,95.0,48.0,0.0,6.0,0.0,9.0,267544.0,7.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2595
IKR0401,2010-10-07,2,0,4.0,1.0,1.0,95.0,40.0,0.0,2.0,0.0,9.0,267982.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2596
IUB0565,2010-10-07,2,0,8.0,0.0,0.0,96.0,30.0,0.0,1.0,0.0,9.0,256181.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2597
JJM0203,2010-10-07,3,0,12.0,4.0,4.0,95.0,36.0,0.0,5.0,0.0,9.0,260491.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2598
KWE0082,2010-10-07,3,0,4.0,6.0,6.0,95.0,42.0,0.0,6.0,0.0,9.0,272754.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2599
LBH0942,2010-10-07,2,0,16.0,23.0,23.0,95.0,28.0,0.0,5.0,0.0,9.0,279582.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2600
LJT0817,2010-10-07,3,0,4.0,9.0,9.0,95.0,37.0,0.0,2.0,0.0,9.0,241500.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2601
LRR0148,2010-10-07,5,0,4.0,3.0,3.0,143.0,50.0,0.0,1.0,0.0,14.0,408409.0,11.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2602
MOH0273,2010-10-07,2,0,18.0,22.0,22.0,95.0,26.0,0.0,8.0,0.0,9.0,295610.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2603
NDM0417,2010-10-07,5,0,4.0,4.0,4.0,95.0,30.0,0.0,3.0,0.0,9.0,271530.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2604
NGC0058,2010-10-07,2,0,4.0,0.0,0.0,100.0,19.0,0.0,3.0,0.0,9.0,244809.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2605
NWT0098,2010-10-07,2,0,6.0,3.0,3.0,95.0,49.0,0.0,4.0,0.0,9.0,278950.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2606
OCS0865,2010-10-07,3,0,5.0,1.0,1.0,162.0,50.0,0.0,1.0,0.0,16.0,475436.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2607
OLW0689,2010-10-07,3,0,6.0,7.0,7.0,95.0,35.0,0.0,1.0,0.0,9.0,241819.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2608
QJR0688,2010-10-07,4,0,4.0,2.0,2.0,95.0,44.0,0.0,2.0,0.0,9.0,297212.0,19.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2609
RSC0089,2010-10-07,6,1,16.0,3.0,3.0,90.0,46.0,0.0,3.0,0.0,8.0,217776.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2610
RSM0277,2010-10-07,5,0,4.0,3.0,3.0,95.0,31.0,0.0,6.0,0.0,8.0,207251.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2611
SAA0999,2010-10-07,3,0,18.0,27.0,27.0,90.0,27.0,0.0,1.0,0.0,5.0,122992.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2612
SCP0130,2010-10-07,2,0,6.0,3.0,3.0,29.0,14.0,0.0,7.0,0.0,3.0,82367.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2613
SMY0792,2010-10-07,2,0,6.0,9.0,9.0,95.0,38.0,0.0,4.0,0.0,9.0,215319.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2614
VMJ0546,2010-10-07,3,0,6.0,8.0,8.0,95.0,49.0,0.0,13.0,0.0,9.0,241811.0,11.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2615
VTT0385,2010-10-07,2,0,16.0,0.0,0.0,95.0,28.0,0.0,12.0,0.0,9.0,270149.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2616
XHW0498,2010-10-07,2,0,4.0,0.0,0.0,162.0,62.0,0.0,4.0,0.0,15.0,484813.0,18.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2617
XWD0923,2010-10-07,2,0,4.0,27.0,27.0,95.0,43.0,0.0,1.0,0.0,10.0,327219.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2618
ZKS0899,2010-10-07,2,0,18.0,24.0,24.0,29.0,22.0,0.0,1.0,0.0,3.0,104741.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2619
BBS0422,2010-10-08,4,0,4.0,5.0,5.0,95.0,32.0,0.0,2.0,0.0,9.0,275132.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2620
BDI0533,2010-10-08,3,0,6.0,12.0,12.0,30.0,18.0,0.0,2.0,0.0,3.0,63188.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2621
CAB0614,2010-10-08,3,0,4.0,4.0,4.0,162.0,44.0,0.0,7.0,0.0,16.0,487410.0,13.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2622
CCL0068,2010-10-08,2,0,6.0,1.0,1.0,95.0,41.0,0.0,3.0,0.0,8.0,224420.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2623
CGB0637,2010-10-08,3,0,6.0,9.0,9.0,29.0,20.0,0.0,1.0,0.0,3.0,70514.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2624
CIM0271,2010-10-08,3,0,4.0,5.0,5.0,95.0,27.0,0.0,1.0,0.0,9.0,274998.0,13.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2625
DBB0384,2010-10-08,2,0,18.0,25.0,25.0,95.0,28.0,0.0,12.0,0.0,9.0,312012.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2626
DFH0188,2010-10-08,3,0,4.0,23.0,23.0,29.0,20.0,0.0,1.0,0.0,3.0,107028.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2627
GKO0078,2010-10-08,3,0,4.0,3.0,3.0,190.0,53.0,0.0,3.0,0.0,18.0,547569.0,12.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2628
HAH0760,2010-10-08,3,0,4.0,8.0,8.0,29.0,17.0,0.0,1.0,0.0,3.0,76387.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2629
HBO0413,2010-10-08,2,0,6.0,3.0,3.0,95.0,51.0,0.0,4.0,0.0,2.0,61865.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2630
HXL0968,2010-10-08,2,0,14.0,3.0,3.0,10.0,6.0,0.0,1.0,0.0,1.0,60975.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2631
IIW0249,2010-10-08,2,0,18.0,0.0,0.0,95.0,40.0,0.0,7.0,0.0,9.0,251377.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2632
IJM0444,2010-10-08,3,0,6.0,7.0,7.0,95.0,31.0,0.0,4.0,0.0,9.0,238681.0,9.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2633
IKR0401,2010-10-08,2,0,4.0,3.0,3.0,95.0,45.0,0.0,2.0,0.0,8.0,267235.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2634
ILH0958,2010-10-08,3,0,4.0,23.0,23.0,10.0,9.0,0.0,1.0,0.0,1.0,38543.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2635
JFC0557,2010-10-08,3,0,6.0,12.0,12.0,95.0,33.0,0.0,3.0,0.0,9.0,235098.0,6.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2636
JMD0520,2010-10-08,3,0,4.0,5.0,5.0,29.0,13.0,0.0,1.0,0.0,3.0,102664.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2637
KWE0082,2010-10-08,3,0,4.0,11.0,11.0,95.0,30.0,0.0,9.0,0.0,9.0,275890.0,11.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2638
LBH0942,2010-10-08,3,0,18.0,27.0,27.0,95.0,9.0,0.0,27.0,0.0,9.0,289667.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2639
MKW0441,2010-10-08,3,0,6.0,2.0,2.0,27.0,17.0,0.0,1.0,0.0,3.0,82193.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2640
NDM0417,2010-10-08,3,0,10.0,4.0,4.0,95.0,46.0,0.0,2.0,0.0,9.0,239266.0,16.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2641
RDT0424,2010-10-08,3,0,6.0,5.0,5.0,95.0,34.0,0.0,9.0,0.0,9.0,252555.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2642
RSC0089,2010-10-08,4,0,16.0,2.0,2.0,90.0,45.0,0.0,5.0,0.0,9.0,298438.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2643
SAA0999,2010-10-08,3,0,18.0,22.0,22.0,90.0,28.0,0.0,3.0,0.0,9.0,262813.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2644
SAB0781,2010-10-08,3,0,4.0,4.0,4.0,29.0,16.0,0.0,2.0,0.0,3.0,91237.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2645
SCP0130,2010-10-08,2,0,4.0,6.0,6.0,29.0,19.0,0.0,1.0,0.0,2.0,78933.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2646
SNC0187,2010-10-08,2,0,4.0,23.0,23.0,29.0,17.0,0.0,2.0,0.0,3.0,79772.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2647
VMJ0546,2010-10-08,3,0,6.0,4.0,4.0,95.0,43.0,0.0,8.0,0.0,9.0,252883.0,8.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2648
VTT0385,2010-10-08,2,0,18.0,0.0,0.0,95.0,33.0,0.0,13.0,0.0,9.0,247426.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2649
WIQ0567,2010-10-08,3,0,4.0,2.0,2.0,95.0,37.0,0.0,9.0,0.0,9.0,254973.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2650
MOH0273,2010-10-09,2,0,18.0,25.0,25.0,95.0,30.0,0.0,4.0,0.0,9.0,226579.0,9.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2651
RAW0915,2010-10-09,2,0,4.0,1.0,1.0,100.0,53.0,0.0,2.0,0.0,9.0,283927.0,3.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2652
BDI0533,2010-10-10,3,0,4.0,6.0,6.0,30.0,11.0,0.0,6.0,0.0,3.0,77479.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2653
BVC0790,2010-10-10,3,0,4.0,6.0,6.0,95.0,28.0,0.0,1.0,0.0,9.0,272763.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2654
LBH0942,2010-10-10,3,0,18.0,27.0,27.0,95.0,33.0,0.0,8.0,0.0,9.0,250190.0,5.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2655
BJM0111,2010-10-11,2,0,18.0,24.0,24.0,29.0,18.0,0.0,2.0,0.0,3.0,95858.0,4.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2656
BJP0134,2010-10-11,3,0,18.0,22.0,22.0,10.0,10.0,0.0,1.0,0.0,1.0,26950.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2657
BVC0790,2010-10-11,3,0,6.0,6.0,6.0,95.0,33.0,0.0,3.0,0.0,9.0,293675.0,9.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2658
CAS0507,2010-10-11,3,0,4.0,27.0,27.0,29.0,17.0,0.0,1.0,0.0,3.0,117292.0,1.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2659
CFM0767,2010-10-11,3,0,4.0,5.0,5.0,29.0,19.0,0.0,2.0,0.0,3.0,83997.0,0.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2660
CIM0271,2010-10-11,3,0,6.0,8.0,8.0,95.0,25.0,0.0,2.0,0.0,9.0,299064.0,7.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2661
DBB0384,2010-10-11,2,0,18.0,27.0,27.0,95.0,36.0,0.0,1.0,0.0,9.0,306162.0,2.0,ALERT,Scenario 2: job search followed by high USB activity,1,3,2662
